short_name,height_cm,,,,,,,,,,,,,,,,,,,,,,,
Héctor Bellerín,178,,,,,,,,,,,,,,,,,,,,,,,
B. Mendy,185,,,,,,,,,,,,,,,,,,,,,,,
M. Dembélé,183,,,,,,,,,,,,,,,,,,,,,,,
O. Vlachodimos,188,,,,,,,,,,,,,,,,,,,,,,,
Santi Mina,181,,,,,,,,,,,,,,,,,,,,,,,
Rony Lopes,174,,,,,,,,,,,,,,,,,,,,,,,
J. Correa,188,,,,,,,,,,,,,,,,,,,,,,,
T. Bakayoko,189,,,,,,,,,,,,,,,,,,,,,,,
M. Eggestein,181,,,,,,,,,,,,,,,,,,,,,,,
Odriozola,176,,,,,,,,,,,,,,,,,,,,,,,
M. Gómez,186,,,,,,,,,,,,,,,,,,,,,,,
Sergi Darder,180,,,,,,,,,,,,,,,,,,,,,,,
K. Zouma,190,,,,,,,,,,,,,,,,,,,,,,,
L. Paredes,180,,,,,,,,,,,,,,,,,,,,,,,
N. Aké,180,,,,,,,,,,,,,,,,,,,,,,,
E. Hysaj,182,,,,,,,,,,,,,,,,,,,,,,,
André Gomes,188,,,,,,,,,,,,,,,,,,,,,,,
K. Baldé,181,,,,,,,,,,,,,,,,,,,,,,,
J. Weigl,186,,,,,,,,,,,,,,,,,,,,,,,
V. Rongier,172,,,,,,,,,,,,,,,,,,,,,,,
Yeray,183,,,,,,,,,,,,,,,,,,,,,,,
Loren,188,,,,,,,,,,,,,,,,,,,,,,,
R. Rodríguez,180,,,,,,,,,,,,,,,,,,,,,,,
A. Oxlade-Chamberlain,175,,,,,,,,,,,,,,,,,,,,,,,
Campaña,179,,,,,,,,,,,,,,,,,,,,,,,
A. Mandi,184,,,,,,,,,,,,,,,,,,,,,,,
Deulofeu,177,,,,,,,,,,,,,,,,,,,,,,,
Bernat,170,,,,,,,,,,,,,,,,,,,,,,,
E. Andrada,194,,,,,,,,,,,,,,,,,,,,,,,
M. Keane,191,,,,,,,,,,,,,,,,,,,,,,,
J. Quintero,168,,,,,,,,,,,,,,,,,,,,,,,
Samu Castillejo,182,,,,,,,,,,,,,,,,,,,,,,,
W. Benítez,191,,,,,,,,,,,,,,,,,,,,,,,
A. Rebić,185,,,,,,,,,,,,,,,,,,,,,,,
E. Bailly,186,,,,,,,,,,,,,,,,,,,,,,,
M. Almirón,174,,,,,,,,,,,,,,,,,,,,,,,
M. Lazzari,174,,,,,,,,,,,,,,,,,,,,,,,
M. Lanzini,167,,,,,,,,,,,,,,,,,,,,,,,
J. Zoet,189,,,,,,,,,,,,,,,,,,,,,,,
M. Ryan,184,,,,,,,,,,,,,,,,,,,,,,,
Sergi Gómez,185,,,,,,,,,,,,,,,,,,,,,,,
H. Vanaken,195,,,,,,,,,,,,,,,,,,,,,,,
M. Hinteregger,184,,,,,,,,,,,,,,,,,,,,,,,
M. Nastasić,188,,,,,,,,,,,,,,,,,,,,,,,
Gabriel,187,,,,,,,,,,,,,,,,,,,,,,,
C. Wilson,180,,,,,,,,,,,,,,,,,,,,,,,
J. Guilavogui,188,,,,,,,,,,,,,,,,,,,,,,,
D. Klaassen,179,,,,,,,,,,,,,,,,,,,,,,,
P. Kadeřábek,182,,,,,,,,,,,,,,,,,,,,,,,
C. Kramer,191,,,,,,,,,,,,,,,,,,,,,,,
Iñigo Martínez,182,,,,,,,,,,,,,,,,,,,,,,,
Portu,178,,,,,,,,,,,,,,,,,,,,,,,
Manu Trigueros,178,,,,,,,,,,,,,,,,,,,,,,,
H. Çalhanoğlu,178,,,,,,,,,,,,,,,,,,,,,,,
M. Dabbur,182,,,,,,,,,,,,,,,,,,,,,,,
M. Halstenberg,187,,,,,,,,,,,,,,,,,,,,,,,
M. Vecino,187,,,,,,,,,,,,,,,,,,,,,,,
M. Dúbravka,190,,,,,,,,,,,,,,,,,,,,,,,
M. Dmitrović,194,,,,,,,,,,,,,,,,,,,,,,,
Joaquín,179,,,,,,,,,,,,,,,,,,,,,,,
W. Rooney,176,,,,,,,,,,,,,,,,,,,,,,,
Moyá,188,,,,,,,,,,,,,,,,,,,,,,,
Nani,177,,,,,,,,,,,,,,,,,,,,,,,
J. Mascherano,174,,,,,,,,,,,,,,,,,,,,,,,
Diego López,196,,,,,,,,,,,,,,,,,,,,,,,
I. Akinfeev,186,,,,,,,,,,,,,,,,,,,,,,,
A. Gignac,187,,,,,,,,,,,,,,,,,,,,,,,
Jorge Molina,188,,,,,,,,,,,,,,,,,,,,,,,
B. Costil,187,,,,,,,,,,,,,,,,,,,,,,,
L. Perrin,181,,,,,,,,,,,,,,,,,,,,,,,
B. Foster,193,,,,,,,,,,,,,,,,,,,,,,,
T. Heaton,187,,,,,,,,,,,,,,,,,,,,,,,
S. Mandanda,185,,,,,,,,,,,,,,,,,,,,,,,
Charles,179,,,,,,,,,,,,,,,,,,,,,,,
S. Radu,183,,,,,,,,,,,,,,,,,,,,,,,
D. Rose,174,,,,,,,,,,,,,,,,,,,,,,,
E. Lamela,184,,,,,,,,,,,,,,,,,,,,,,,
Raúl García,184,,,,,,,,,,,,,,,,,,,,,,,
Naldo,198,,,,,,,,,,,,,,,,,,,,,,,
D. Wass,181,,,,,,,,,,,,,,,,,,,,,,,
S. Romero,192,,,,,,,,,,,,,,,,,,,,,,,
Pedro León,183,,,,,,,,,,,,,,,,,,,,,,,
I. Piatti,180,,,,,,,,,,,,,,,,,,,,,,,
D. Ospina,183,,,,,,,,,,,,,,,,,,,,,,,
M. Díaz,166,,,,,,,,,,,,,,,,,,,,,,,
M. Valbuena,165,,,,,,,,,,,,,,,,,,,,,,,
L. Bender,185,,,,,,,,,,,,,,,,,,,,,,,
S. Bender,186,,,,,,,,,,,,,,,,,,,,,,,
E. Capoue,190,,,,,,,,,,,,,,,,,,,,,,,
Antunes,176,,,,,,,,,,,,,,,,,,,,,,,
R. Fährmann,197,,,,,,,,,,,,,,,,,,,,,,,
F. Fazio,195,,,,,,,,,,,,,,,,,,,,,,,
M. Hasebe,180,,,,,,,,,,,,,,,,,,,,,,,
Sidnei,185,,,,,,,,,,,,,,,,,,,,,,,
D. Perotti,179,,,,,,,,,,,,,,,,,,,,,,,
L. Pratto,187,,,,,,,,,,,,,,,,,,,,,,,
S. Feghouli,176,,,,,,,,,,,,,,,,,,,,,,,
K. Trippier,173,,,,,,,,,,,,,,,,,,,,,,,
M. Musacchio,180,,,,,,,,,,,,,,,,,,,,,,,
Y. M'Vila,182,,,,,,,,,,,,,,,,,,,,,,,
L. Stindl,181,,,,,,,,,,,,,,,,,,,,,,,
F. Smolov,187,,,,,,,,,,,,,,,,,,,,,,,
S. Nzonzi,196,,,,,,,,,,,,,,,,,,,,,,,
F. Coquelin,177,,,,,,,,,,,,,,,,,,,,,,,
Hulk,179,,,,,,,,,,,,,,,,,,,,,,,
K. Strootman,186,,,,,,,,,,,,,,,,,,,,,,,
C. Smalling,194,,,,,,,,,,,,,,,,,,,,,,,
K. Glik,190,,,,,,,,,,,,,,,,,,,,,,,
E. Salvio,172,,,,,,,,,,,,,,,,,,,,,,,
D. Subašić,191,,,,,,,,,,,,,,,,,,,,,,,
K. Vogt,194,,,,,,,,,,,,,,,,,,,,,,,
R. Pereyra,182,,,,,,,,,,,,,,,,,,,,,,,
Y. Belhanda,179,,,,,,,,,,,,,,,,,,,,,,,
Sergi Enrich,181,,,,,,,,,,,,,,,,,,,,,,,
D. Lovren,188,,,,,,,,,,,,,,,,,,,,,,,
S. Verdi,171,,,,,,,,,,,,,,,,,,,,,,,
L. Muriel,179,,,,,,,,,,,,,,,,,,,,,,,
D. Vida,184,,,,,,,,,,,,,,,,,,,,,,,
Ibai Gómez,177,,,,,,,,,,,,,,,,,,,,,,,
S. Berghuis,182,,,,,,,,,,,,,,,,,,,,,,,
Cristian Tello,178,,,,,,,,,,,,,,,,,,,,,,,
Ismaily,177,,,,,,,,,,,,,,,,,,,,,,,
F. Ghoulam,184,,,,,,,,,,,,,,,,,,,,,,,
S. Sané,196,,,,,,,,,,,,,,,,,,,,,,,
S. Zaza,186,,,,,,,,,,,,,,,,,,,,,,,
S. Vrsaljko,181,,,,,,,,,,,,,,,,,,,,,,,
Pozuelo,170,,,,,,,,,,,,,,,,,,,,,,,
R. Jiménez,188,,,,,,,,,,,,,,,,,,,,,,,
Bernard,164,,,,,,,,,,,,,,,,,,,,,,,
T. Stepanenko,181,,,,,,,,,,,,,,,,,,,,,,,
F. Armani,189,,,,,,,,,,,,,,,,,,,,,,,
I. Marcone,183,,,,,,,,,,,,,,,,,,,,,,,
Jony,179,,,,,,,,,,,,,,,,,,,,,,,
Mata,185,,,,,,,,,,,,,,,,,,,,,,,
M. Marega,186,,,,,,,,,,,,,,,,,,,,,,,
Everton Andrão,177,,,,,,,,,,,,,,,,,,,,,,,
Welington Dano,178,,,,,,,,,,,,,,,,,,,,,,,
J. Serendero,190,,,,,,,,,,,,,,,,,,,,,,,
M. Baldona,177,,,,,,,,,,,,,,,,,,,,,,,
M. Nérez,178,,,,,,,,,,,,,,,,,,,,,,,
Vinícius Jr.,176,,,,,,,,,,,,,,,,,,,,,,,
R. Bentancur,187,,,,,,,,,,,,,,,,,,,,,,,
Lucas Paquetá,180,,,,,,,,,,,,,,,,,,,,,,,
A. Wan-Bissaka,183,,,,,,,,,,,,,,,,,,,,,,,
A. Lafont,193,,,,,,,,,,,,,,,,,,,,,,,
I. Konaté,192,,,,,,,,,,,,,,,,,,,,,,,
Merino,186,,,,,,,,,,,,,,,,,,,,,,,
S. Berge,195,,,,,,,,,,,,,,,,,,,,,,,
L. Pellegrini,186,,,,,,,,,,,,,,,,,,,,,,,
F. Chiesa,175,,,,,,,,,,,,,,,,,,,,,,,
Dani Olmo,179,,,,,,,,,,,,,,,,,,,,,,,
R. Zobnin,182,,,,,,,,,,,,,,,,,,,,,,,
A. Saint-Maximin,173,,,,,,,,,,,,,,,,,,,,,,,
C. Pavón,174,,,,,,,,,,,,,,,,,,,,,,,
T. Kehrer,186,,,,,,,,,,,,,,,,,,,,,,,
C. Pulisic,177,,,,,,,,,,,,,,,,,,,,,,,
F. Kessié,183,,,,,,,,,,,,,,,,,,,,,,,
A. Hakimi,181,,,,,,,,,,,,,,,,,,,,,,,
D. Samassékou,177,,,,,,,,,,,,,,,,,,,,,,,
Marc Roca,184,,,,,,,,,,,,,,,,,,,,,,,
D. Zagadou,196,,,,,,,,,,,,,,,,,,,,,,,
V. Tsygankov,177,,,,,,,,,,,,,,,,,,,,,,,
De Tomás,180,,,,,,,,,,,,,,,,,,,,,,,
R. Loftus-Cheek,191,,,,,,,,,,,,,,,,,,,,,,,
S. Lobotka,170,,,,,,,,,,,,,,,,,,,,,,,
J. Denayer,184,,,,,,,,,,,,,,,,,,,,,,,
L. Klostermann,189,,,,,,,,,,,,,,,,,,,,,,,
A. Golovin,180,,,,,,,,,,,,,,,,,,,,,,,
A. Diallo,186,,,,,,,,,,,,,,,,,,,,,,,
B. Pavard,186,,,,,,,,,,,,,,,,,,,,,,,
M. Rashica,177,,,,,,,,,,,,,,,,,,,,,,,
B. Chilwell,178,,,,,,,,,,,,,,,,,,,,,,,
Wesley,191,,,,,,,,,,,,,,,,,,,,,,,
T. Souček,192,,,,,,,,,,,,,,,,,,,,,,,
Junior Firpo,184,,,,,,,,,,,,,,,,,,,,,,,
J. Ward-Prowse,173,,,,,,,,,,,,,,,,,,,,,,,
A. Januzaj,186,,,,,,,,,,,,,,,,,,,,,,,
Otávio,172,,,,,,,,,,,,,,,,,,,,,,,
N. Stark,190,,,,,,,,,,,,,,,,,,,,,,,
A. Iwobi,185,,,,,,,,,,,,,,,,,,,,,,,
J. Gbamin,186,,,,,,,,,,,,,,,,,,,,,,,
Munir,175,,,,,,,,,,,,,,,,,,,,,,,
Angeliño,175,,,,,,,,,,,,,,,,,,,,,,,
J. Maddison,175,,,,,,,,,,,,,,,,,,,,,,,
André Silva,185,,,,,,,,,,,,,,,,,,,,,,,
Richarlison,181,,,,,,,,,,,,,,,,,,,,,,,
S. Nakajima,164,,,,,,,,,,,,,,,,,,,,,,,
Raphinha,176,,,,,,,,,,,,,,,,,,,,,,,
E. Dier,190,,,,,,,,,,,,,,,,,,,,,,,
L. Trossard,172,,,,,,,,,,,,,,,,,,,,,,,
Jonny,170,,,,,,,,,,,,,,,,,,,,,,,
M. Sanson,180,,,,,,,,,,,,,,,,,,,,,,,
J. Lerma,179,,,,,,,,,,,,,,,,,,,,,,,
L. Dubois,178,,,,,,,,,,,,,,,,,,,,,,,
F. Grillitsch,187,,,,,,,,,,,,,,,,,,,,,,,
L. Cabrera,187,,,,,,,,,,,,,,,,,,,,,,,
R. Barkley,185,,,,,,,,,,,,,,,,,,,,,,,
J. Murillo,182,,,,,,,,,,,,,,,,,,,,,,,
J. Tarkowski,192,,,,,,,,,,,,,,,,,,,,,,,
L. Karius,189,,,,,,,,,,,,,,,,,,,,,,,
N. Pope,200,,,,,,,,,,,,,,,,,,,,,,,
J. Brooks,193,,,,,,,,,,,,,,,,,,,,,,,
M. Batshuayi,185,,,,,,,,,,,,,,,,,,,,,,,
M. Arnold,184,,,,,,,,,,,,,,,,,,,,,,,
S. Kolašinac,183,,,,,,,,,,,,,,,,,,,,,,,
F. Schär,188,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Horta,173,,,,,,,,,,,,,,,,,,,,,,,
L. Alario,184,,,,,,,,,,,,,,,,,,,,,,,
Mariano,180,,,,,,,,,,,,,,,,,,,,,,,
R. Aguilar,172,,,,,,,,,,,,,,,,,,,,,,,
F. Balbuena,188,,,,,,,,,,,,,,,,,,,,,,,
S. Mustafi,184,,,,,,,,,,,,,,,,,,,,,,,
G. Pezzella,186,,,,,,,,,,,,,,,,,,,,,,,
D. da Costa,187,,,,,,,,,,,,,,,,,,,,,,,
W. Boly,195,,,,,,,,,,,,,,,,,,,,,,,
B. Davies,182,,,,,,,,,,,,,,,,,,,,,,,
Fred,169,,,,,,,,,,,,,,,,,,,,,,,
M. Samatta,183,,,,,,,,,,,,,,,,,,,,,,,
Diego Carlos,186,,,,,,,,,,,,,,,,,,,,,,,
K. Toko-Ekambi,185,,,,,,,,,,,,,,,,,,,,,,,
A. Lunev,189,,,,,,,,,,,,,,,,,,,,,,,
R. Malinovskyi,181,,,,,,,,,,,,,,,,,,,,,,,
M. Sakho,187,,,,,,,,,,,,,,,,,,,,,,,
J. King,184,,,,,,,,,,,,,,,,,,,,,,,
H. Seferović,189,,,,,,,,,,,,,,,,,,,,,,,
Laguardia,185,,,,,,,,,,,,,,,,,,,,,,,
P. Jones,185,,,,,,,,,,,,,,,,,,,,,,,
S. Aurier,176,,,,,,,,,,,,,,,,,,,,,,,
L. Spinazzola,186,,,,,,,,,,,,,,,,,,,,,,,
K. Lala,178,,,,,,,,,,,,,,,,,,,,,,,
S. Arias,178,,,,,,,,,,,,,,,,,,,,,,,
D. Baselli,182,,,,,,,,,,,,,,,,,,,,,,,
T. Savanier,171,,,,,,,,,,,,,,,,,,,,,,,
Leo Baptistao,181,,,,,,,,,,,,,,,,,,,,,,,
J. Veltman,184,,,,,,,,,,,,,,,,,,,,,,,
D. Zappacosta,182,,,,,,,,,,,,,,,,,,,,,,,
Wu Lei,174,,,,,,,,,,,,,,,,,,,,,,,
David Villa,175,,,,,,,,,,,,,,,,,,,,,,,
B. Yılmaz,188,,,,,,,,,,,,,,,,,,,,,,,
A. Mirante,193,,,,,,,,,,,,,,,,,,,,,,,
S. Kalou,185,,,,,,,,,,,,,,,,,,,,,,,
Dante,188,,,,,,,,,,,,,,,,,,,,,,,
M. Debuchy,176,,,,,,,,,,,,,,,,,,,,,,,
E. Lavezzi,173,,,,,,,,,,,,,,,,,,,,,,,
Borja Valero,175,,,,,,,,,,,,,,,,,,,,,,,
M. Škrtel,191,,,,,,,,,,,,,,,,,,,,,,,
J. Evans,188,,,,,,,,,,,,,,,,,,,,,,,
D. Valeri,178,,,,,,,,,,,,,,,,,,,,,,,
N. Moisander,183,,,,,,,,,,,,,,,,,,,,,,,
D. Criscito,183,,,,,,,,,,,,,,,,,,,,,,,
A. Candreva,180,,,,,,,,,,,,,,,,,,,,,,,
Marcano,189,,,,,,,,,,,,,,,,,,,,,,,
K. Boateng,185,,,,,,,,,,,,,,,,,,,,,,,
A. Fernández,177,,,,,,,,,,,,,,,,,,,,,,,
N. Guzmán,193,,,,,,,,,,,,,,,,,,,,,,,
Nacho Monreal,180,,,,,,,,,,,,,,,,,,,,,,,
Ángel,172,,,,,,,,,,,,,,,,,,,,,,,
Granero,180,,,,,,,,,,,,,,,,,,,,,,,
Éder,179,,,,,,,,,,,,,,,,,,,,,,,
R. Vormer,178,,,,,,,,,,,,,,,,,,,,,,,
S. Coleman,177,,,,,,,,,,,,,,,,,,,,,,,
A. Lallana,178,,,,,,,,,,,,,,,,,,,,,,,
A. Modeste,187,,,,,,,,,,,,,,,,,,,,,,,
M. Gradel,177,,,,,,,,,,,,,,,,,,,,,,,
Yuri Berchiche,180,,,,,,,,,,,,,,,,,,,,,,,
Mariano,177,,,,,,,,,,,,,,,,,,,,,,,
O. Toprak,186,,,,,,,,,,,,,,,,,,,,,,,
N. Kalinić,187,,,,,,,,,,,,,,,,,,,,,,,
C. Stuani,186,,,,,,,,,,,,,,,,,,,,,,,
S. Ulreich,192,,,,,,,,,,,,,,,,,,,,,,,
K. Asamoah,173,,,,,,,,,,,,,,,,,,,,,,,
Alex Teixeira,174,,,,,,,,,,,,,,,,,,,,,,,
S. Lulić,183,,,,,,,,,,,,,,,,,,,,,,,
S. Rondón,186,,,,,,,,,,,,,,,,,,,,,,,
S. Kagawa,175,,,,,,,,,,,,,,,,,,,,,,,
J. Wilshere,172,,,,,,,,,,,,,,,,,,,,,,,
Guaita,190,,,,,,,,,,,,,,,,,,,,,,,
Cote,182,,,,,,,,,,,,,,,,,,,,,,,
Iago Falqué,174,,,,,,,,,,,,,,,,,,,,,,,
J. Pastore,187,,,,,,,,,,,,,,,,,,,,,,,
Maicon,191,,,,,,,,,,,,,,,,,,,,,,,
F. Orellana,171,,,,,,,,,,,,,,,,,,,,,,,
Elkeson,180,,,,,,,,,,,,,,,,,,,,,,,
Kike García,186,,,,,,,,,,,,,,,,,,,,,,,
Escudero,176,,,,,,,,,,,,,,,,,,,,,,,
Mario Gaspar,182,,,,,,,,,,,,,,,,,,,,,,,
Herrerín,187,,,,,,,,,,,,,,,,,,,,,,,
Víctor Ruiz,185,,,,,,,,,,,,,,,,,,,,,,,
I. Belfodil,191,,,,,,,,,,,,,,,,,,,,,,,
A. Yarmolenko,190,,,,,,,,,,,,,,,,,,,,,,,
W. Khazri,176,,,,,,,,,,,,,,,,,,,,,,,
E. Pérez,178,,,,,,,,,,,,,,,,,,,,,,,
D. Caligiuri,182,,,,,,,,,,,,,,,,,,,,,,,
Danilo,184,,,,,,,,,,,,,,,,,,,,,,,
N. Pallois,189,,,,,,,,,,,,,,,,,,,,,,,
Vitolo,185,,,,,,,,,,,,,,,,,,,,,,,
M. Badelj,186,,,,,,,,,,,,,,,,,,,,,,,
C. Tătărușanu,196,,,,,,,,,,,,,,,,,,,,,,,
Zé Luís,184,,,,,,,,,,,,,,,,,,,,,,,
D. Suárez,173,,,,,,,,,,,,,,,,,,,,,,,
Roque Mesa,171,,,,,,,,,,,,,,,,,,,,,,,
Mário Rui,170,,,,,,,,,,,,,,,,,,,,,,,
T. Inui,169,,,,,,,,,,,,,,,,,,,,,,,
D. Cheryshev,179,,,,,,,,,,,,,,,,,,,,,,,
C. Bacca,181,,,,,,,,,,,,,,,,,,,,,,,
A. Samaris,189,,,,,,,,,,,,,,,,,,,,,,,
J. Hector,185,,,,,,,,,,,,,,,,,,,,,,,
Rubén Peña,170,,,,,,,,,,,,,,,,,,,,,,,
A. Hamdallah,182,,,,,,,,,,,,,,,,,,,,,,,
D. Benedetto,177,,,,,,,,,,,,,,,,,,,,,,,
L. Sigali,181,,,,,,,,,,,,,,,,,,,,,,,
Raúl,187,,,,,,,,,,,,,,,,,,,,,,,
Petros,181,,,,,,,,,,,,,,,,,,,,,,,
Dyego Sousa,190,,,,,,,,,,,,,,,,,,,,,,,
Soares,187,,,,,,,,,,,,,,,,,,,,,,,
Rubén Alcaraz,183,,,,,,,,,,,,,,,,,,,,,,,
Maikel Catarino,177,,,,,,,,,,,,,,,,,,,,,,,
Antônio Chiamuloira,182,,,,,,,,,,,,,,,,,,,,,,,
Melvin Parrela,188,,,,,,,,,,,,,,,,,,,,,,,
Gabri Prestão,186,,,,,,,,,,,,,,,,,,,,,,,
Luimo Boas Santos,176,,,,,,,,,,,,,,,,,,,,,,,
D. Lenzado,182,,,,,,,,,,,,,,,,,,,,,,,
E. Riquero,175,,,,,,,,,,,,,,,,,,,,,,,
L. Sáreda,186,,,,,,,,,,,,,,,,,,,,,,,
E. Aguerro,176,,,,,,,,,,,,,,,,,,,,,,,
A. Meret,190,,,,,,,,,,,,,,,,,,,,,,,
I. Sarr,185,,,,,,,,,,,,,,,,,,,,,,,
D. Rice,185,,,,,,,,,,,,,,,,,,,,,,,
F. Neuhaus,183,,,,,,,,,,,,,,,,,,,,,,,
M. Zaracho,171,,,,,,,,,,,,,,,,,,,,,,,
Ferro,192,,,,,,,,,,,,,,,,,,,,,,,
J. Andersen,192,,,,,,,,,,,,,,,,,,,,,,,
D. Zakaria,191,,,,,,,,,,,,,,,,,,,,,,,
I. Diop,194,,,,,,,,,,,,,,,,,,,,,,,
H. Onyekuru,175,,,,,,,,,,,,,,,,,,,,,,,
J. Ikoné,175,,,,,,,,,,,,,,,,,,,,,,,
C. Ünder,173,,,,,,,,,,,,,,,,,,,,,,,
M. Ødegaard,178,,,,,,,,,,,,,,,,,,,,,,,
J. Bamba,175,,,,,,,,,,,,,,,,,,,,,,,
N. Amiri,180,,,,,,,,,,,,,,,,,,,,,,,
O. Zinchenko,175,,,,,,,,,,,,,,,,,,,,,,,
J. Mateta,192,,,,,,,,,,,,,,,,,,,,,,,
O. Yokuşlu,190,,,,,,,,,,,,,,,,,,,,,,,
B. Cristante,186,,,,,,,,,,,,,,,,,,,,,,,
L. Dendoncker,189,,,,,,,,,,,,,,,,,,,,,,,
M. Dahoud,178,,,,,,,,,,,,,,,,,,,,,,,
N. Elvedi,189,,,,,,,,,,,,,,,,,,,,,,,
Joelinton,186,,,,,,,,,,,,,,,,,,,,,,,
Daniel Podence,163,,,,,,,,,,,,,,,,,,,,,,,
G. Dzhikiya,188,,,,,,,,,,,,,,,,,,,,,,,
Aarón Martín,178,,,,,,,,,,,,,,,,,,,,,,,
E. Bardhi,172,,,,,,,,,,,,,,,,,,,,,,,
N. Maksimović,189,,,,,,,,,,,,,,,,,,,,,,,
Calero,183,,,,,,,,,,,,,,,,,,,,,,,
J. Butland,196,,,,,,,,,,,,,,,,,,,,,,,
Óliver Torres,175,,,,,,,,,,,,,,,,,,,,,,,
G. Laborde,181,,,,,,,,,,,,,,,,,,,,,,,
R. De Paul,178,,,,,,,,,,,,,,,,,,,,,,,
D. Selke,194,,,,,,,,,,,,,,,,,,,,,,,
M. Lemina,184,,,,,,,,,,,,,,,,,,,,,,,
D. Origi,188,,,,,,,,,,,,,,,,,,,,,,,
E. Pulgar,187,,,,,,,,,,,,,,,,,,,,,,,
A. Miranchuk,182,,,,,,,,,,,,,,,,,,,,,,,
W. Barrios,179,,,,,,,,,,,,,,,,,,,,,,,
J. Musso,191,,,,,,,,,,,,,,,,,,,,,,,
Rúben Vezo,183,,,,,,,,,,,,,,,,,,,,,,,
B. Santamaria,183,,,,,,,,,,,,,,,,,,,,,,,
Y. Mina,195,,,,,,,,,,,,,,,,,,,,,,,
Joan Jordán,184,,,,,,,,,,,,,,,,,,,,,,,
L. Tousart,185,,,,,,,,,,,,,,,,,,,,,,,
Y. Yazıcı,183,,,,,,,,,,,,,,,,,,,,,,,
M. Gregoritsch,193,,,,,,,,,,,,,,,,,,,,,,,
J. Lascelles,188,,,,,,,,,,,,,,,,,,,,,,,
T. Vilhena,175,,,,,,,,,,,,,,,,,,,,,,,
Denis Suárez,176,,,,,,,,,,,,,,,,,,,,,,,
K. Rekik,186,,,,,,,,,,,,,,,,,,,,,,,
B. Traoré,181,,,,,,,,,,,,,,,,,,,,,,,
I. Amadou,184,,,,,,,,,,,,,,,,,,,,,,,
M. Meyer,173,,,,,,,,,,,,,,,,,,,,,,,
José Sá,192,,,,,,,,,,,,,,,,,,,,,,,
A. Selikhov,188,,,,,,,,,,,,,,,,,,,,,,,
A. Mitrović,187,,,,,,,,,,,,,,,,,,,,,,,
G. Maripán,193,,,,,,,,,,,,,,,,,,,,,,,
E. Skhiri,185,,,,,,,,,,,,,,,,,,,,,,,
D. Dumfries,188,,,,,,,,,,,,,,,,,,,,,,,
Bruno Viana,187,,,,,,,,,,,,,,,,,,,,,,,
M. Sels,190,,,,,,,,,,,,,,,,,,,,,,,
A. Soumaoro,187,,,,,,,,,,,,,,,,,,,,,,,
J. Veretout,176,,,,,,,,,,,,,,,,,,,,,,,
V. Fischer,180,,,,,,,,,,,,,,,,,,,,,,,
S. Meïté,187,,,,,,,,,,,,,,,,,,,,,,,
J. Boëtius,178,,,,,,,,,,,,,,,,,,,,,,,
D. Berardi,183,,,,,,,,,,,,,,,,,,,,,,,
R. Gagliardini,190,,,,,,,,,,,,,,,,,,,,,,,
R. Saravia,176,,,,,,,,,,,,,,,,,,,,,,,
Ayoze Pérez,178,,,,,,,,,,,,,,,,,,,,,,,
H. Hateboer,187,,,,,,,,,,,,,,,,,,,,,,,
B. Verbič,179,,,,,,,,,,,,,,,,,,,,,,,
G. Martínez,172,,,,,,,,,,,,,,,,,,,,,,,
Rafael Tolói,185,,,,,,,,,,,,,,,,,,,,,,,
S. Duffy,193,,,,,,,,,,,,,,,,,,,,,,,
F. Lejeune,189,,,,,,,,,,,,,,,,,,,,,,,
L. Dunk,192,,,,,,,,,,,,,,,,,,,,,,,
Pedro Mendes,186,,,,,,,,,,,,,,,,,,,,,,,
Fernando,175,,,,,,,,,,,,,,,,,,,,,,,
K. Fortounis,180,,,,,,,,,,,,,,,,,,,,,,,
C. Hérelle,188,,,,,,,,,,,,,,,,,,,,,,,
Omar Mascarell,181,,,,,,,,,,,,,,,,,,,,,,,
Bruma,173,,,,,,,,,,,,,,,,,,,,,,,
S. Deli,192,,,,,,,,,,,,,,,,,,,,,,,
M. Ngadeu,190,,,,,,,,,,,,,,,,,,,,,,,
V. Wanyama,184,,,,,,,,,,,,,,,,,,,,,,,
C. Kabasele,188,,,,,,,,,,,,,,,,,,,,,,,
A. Delort,181,,,,,,,,,,,,,,,,,,,,,,,
Joel Robles,195,,,,,,,,,,,,,,,,,,,,,,,
Sérgio Oliveira,181,,,,,,,,,,,,,,,,,,,,,,,
V. Aboubakar,184,,,,,,,,,,,,,,,,,,,,,,,
M. Uth,185,,,,,,,,,,,,,,,,,,,,,,,
M. Doherty,182,,,,,,,,,,,,,,,,,,,,,,,
David López,183,,,,,,,,,,,,,,,,,,,,,,,
R. Freuler,181,,,,,,,,,,,,,,,,,,,,,,,
D. Demme,170,,,,,,,,,,,,,,,,,,,,,,,
A. Schwolow,190,,,,,,,,,,,,,,,,,,,,,,,
J. Vestergaard,199,,,,,,,,,,,,,,,,,,,,,,,
F. Mollet,170,,,,,,,,,,,,,,,,,,,,,,,
J. Hofmann,176,,,,,,,,,,,,,,,,,,,,,,,
V. Grifo,180,,,,,,,,,,,,,,,,,,,,,,,
F. Tait,175,,,,,,,,,,,,,,,,,,,,,,,
D. Laxalt,178,,,,,,,,,,,,,,,,,,,,,,,
N. Maksimović,193,,,,,,,,,,,,,,,,,,,,,,,
Capa,175,,,,,,,,,,,,,,,,,,,,,,,
Bastos,180,,,,,,,,,,,,,,,,,,,,,,,
